date,festival,product,category,price,units_sold,revenue
13-01-2021,Makar Sankranti,Toys,Festival,844.25,556,466525
13-01-2021,Makar Sankranti,Traditional Sweets,Festival,810,1745,1408186
13-01-2021,Makar Sankranti,Umbrella,Festival,662,423,296364
13-01-2021,Makar Sankranti,Water Bottle,Festival,955.9090909,3293,3300317
13-01-2021,Pongal,Bracelet,Festival,752.8571429,516,383991
13-01-2021,Pongal,Chocolate Box,Festival,633.8,428,266522
13-01-2021,Pongal,Clay Pot,Festival,920.5,2732,2742111
13-01-2021,Pongal,Coffee Mug,Festival,1219.6,1446,1744446
13-01-2021,Pongal,Cookware,Festival,763.7857143,4299,3136730
13-01-2021,Pongal,Decorative Items,Festival,884.7272727,2796,2615407
13-01-2021,Pongal,Flower Decor,Festival,564.625,561,353136
13-01-2021,Pongal,Gift Box,Festival,813.0714286,3994,3115634
13-01-2021,Pongal,Handmade Decor,Festival,726.3,3344,2442585
13-01-2021,Pongal,Jaggery,Festival,938.5555556,2414,2211446
13-01-2021,Pongal,Keychain,Festival,516.2857143,626,326920
13-01-2021,Pongal,Notebook,Festival,592,273,157632
13-01-2021,Pongal,Plant,Festival,642,295,204474
13-01-2021,Pongal,Pongal Sweets,Festival,570.25,351,217089
13-01-2021,Pongal,Rice Pack,Festival,1044.75,2238,2252812
13-01-2021,Pongal,Sugarcane,Festival,684.5,2794,1998698
13-01-2021,Pongal,Tea Set,Festival,1151.222222,2685,3268757
13-01-2021,Pongal,Traditional Dress,Festival,845.8571429,414,346639
13-01-2021,Pongal,Tray,Festival,811.5,361,299913
13-01-2021,Pongal,Wall Hanging,Festival,467.75,387,174303
14-01-2021,Makar Sankranti,Backpack,Festival,669.75,173,110843
14-01-2021,Makar Sankranti,Bracelet,Festival,703,367,252252
14-01-2021,Makar Sankranti,Candy Pack,Festival,731.2222222,3307,2517540
14-01-2021,Makar Sankranti,Cap,Festival,840.75,289,270440
14-01-2021,Makar Sankranti,Cotton Clothes,Festival,772.4285714,2410,1786754
14-01-2021,Makar Sankranti,Decorative Flags,Festival,589,375,219515
14-01-2021,Makar Sankranti,Gloves,Festival,788.4285714,592,467922
14-01-2021,Makar Sankranti,Hat,Festival,759.6,2712,1867420
14-01-2021,Makar Sankranti,Kite,Festival,1015.111111,2971,2907708
14-01-2021,Makar Sankranti,Manja,Festival,798.6666667,1512,1216468
14-01-2021,Makar Sankranti,Phone Holder,Festival,573.6666667,387,218269
14-01-2021,Makar Sankranti,Portable Fan,Festival,1048.555556,2991,3271129
14-01-2021,Makar Sankranti,Smartwatch,Festival,751.7333333,4581,3576984
14-01-2021,Makar Sankranti,Snacks,Festival,527.125,584,312083
14-01-2021,Makar Sankranti,Sunglasses,Festival,874.4285714,2303,1867866
14-01-2021,Makar Sankranti,Tilgul,Festival,479.3333333,259,108197
14-01-2021,Makar Sankranti,Toys,Festival,631.4285714,622,375574
14-01-2021,Makar Sankranti,Traditional Sweets,Festival,977,3089,3168785
14-01-2021,Makar Sankranti,Umbrella,Festival,849.3333333,413,373883
14-01-2021,Makar Sankranti,Water Bottle,Festival,834.0666667,5325,4518627
14-01-2021,Pongal,Bracelet,Festival,818,172,166018
14-01-2021,Pongal,Chocolate Box,Festival,729.3333333,311,239364
14-01-2021,Pongal,Clay Pot,Festival,974.7,3442,3416160
14-01-2021,Pongal,Coffee Mug,Festival,898.7142857,2184,1807960
14-01-2021,Pongal,Cookware,Festival,634,2593,1658529
14-01-2021,Pongal,Decorative Items,Festival,641.6666667,4516,2817592
14-01-2021,Pongal,Flower Decor,Festival,590,282,171030
14-01-2021,Pongal,Gift Box,Festival,758.625,2750,2268478
14-01-2021,Pongal,Handmade Decor,Festival,799.5333333,4078,3198334
14-01-2021,Pongal,Jaggery,Festival,834.625,2456,2000686
14-01-2021,Pongal,Keychain,Festival,409.3333333,416,179674
14-01-2021,Pongal,Notebook,Festival,540,147,64461
14-01-2021,Pongal,Plant,Festival,604.5,347,202500
14-01-2021,Pongal,Pongal Sweets,Festival,682.4,293,183244
14-01-2021,Pongal,Rice Pack,Festival,908,3234,3041541
14-01-2021,Pongal,Sugarcane,Festival,887.2857143,2402,2140302
14-01-2021,Pongal,Tea Set,Festival,772.6923077,4425,3556467
14-01-2021,Pongal,Traditional Dress,Festival,737.75,548,409465
14-01-2021,Pongal,Tray,Festival,440.2857143,566,232200
14-01-2021,Pongal,Wall Hanging,Festival,713.625,550,398480
15-01-2021,Makar Sankranti,Backpack,Festival,532,162,77516
15-01-2021,Makar Sankranti,Bracelet,Festival,581.75,554,278766
15-01-2021,Makar Sankranti,Candy Pack,Festival,977.2,5205,4999767
15-01-2021,Makar Sankranti,Cap,Festival,721,188,178190
15-01-2021,Makar Sankranti,Cotton Clothes,Festival,827.4,1524,1226769
15-01-2021,Makar Sankranti,Decorative Flags,Festival,587.3333333,296,131644
15-01-2021,Makar Sankranti,Gloves,Festival,862,430,370656
15-01-2021,Makar Sankranti,Hat,Festival,653.8333333,4095,2717554
15-01-2021,Makar Sankranti,Kite,Festival,1173.625,2758,3171541
15-01-2021,Makar Sankranti,Manja,Festival,986.8181818,3673,3632078
15-01-2021,Makar Sankranti,Phone Holder,Festival,705.1428571,487,327239
15-01-2021,Makar Sankranti,Portable Fan,Festival,803.4444444,3356,2445306
15-01-2021,Makar Sankranti,Smartwatch,Festival,637.6363636,3594,2435051
15-01-2021,Makar Sankranti,Snacks,Festival,480.3333333,125,59460
15-01-2021,Makar Sankranti,Sunglasses,Festival,1013.416667,3367,3414665
15-01-2021,Makar Sankranti,Tilgul,Festival,356.25,344,129789
15-01-2021,Makar Sankranti,Toys,Festival,786,450,347281
15-01-2021,Makar Sankranti,Traditional Sweets,Festival,785.5333333,4487,3402400
15-01-2021,Makar Sankranti,Umbrella,Festival,843.4285714,492,417886
15-01-2021,Makar Sankranti,Water Bottle,Festival,972.2857143,1951,1947715
15-01-2021,Pongal,Bracelet,Festival,642.5714286,412,278338
15-01-2021,Pongal,Chocolate Box,Festival,626.5,258,146120
15-01-2021,Pongal,Clay Pot,Festival,792.5,2848,2293864
15-01-2021,Pongal,Coffee Mug,Festival,819.125,2322,2060443
15-01-2021,Pongal,Cookware,Festival,925.8888889,3305,2936225
15-01-2021,Pongal,Decorative Items,Festival,963.7142857,2465,2334140
15-01-2021,Pongal,Flower Decor,Festival,638.2,396,240660
15-01-2021,Pongal,Gift Box,Festival,881.2857143,4762,4084992
15-01-2021,Pongal,Handmade Decor,Festival,906.8888889,2586,2257628
15-01-2021,Pongal,Jaggery,Festival,895.2857143,2203,1930933
15-01-2021,Pongal,Keychain,Festival,697.25,336,244753
15-01-2021,Pongal,Notebook,Festival,520.5,454,242893
15-01-2021,Pongal,Plant,Festival,813.6,345,310188
15-01-2021,Pongal,Pongal Sweets,Festival,763.5,615,485792
15-01-2021,Pongal,Rice Pack,Festival,1054.5,1413,1565904
15-01-2021,Pongal,Sugarcane,Festival,943.125,2254,2077813
15-01-2021,Pongal,Tea Set,Festival,1057,2236,2347455
15-01-2021,Pongal,Traditional Dress,Festival,852,294,237301
15-01-2021,Pongal,Tray,Festival,878.2,306,253138
15-01-2021,Pongal,Wall Hanging,Festival,656.375,445,269592
16-01-2021,Pongal,Bracelet,Festival,627,489,321993
16-01-2021,Pongal,Chocolate Box,Festival,643.4,415,286681
16-01-2021,Pongal,Clay Pot,Festival,771.9166667,3290,2554361
16-01-2021,Pongal,Coffee Mug,Festival,922.3333333,4737,4547987
16-01-2021,Pongal,Cookware,Festival,949.7142857,1838,1835100
16-01-2021,Pongal,Decorative Items,Festival,741.5,2365,1723267
16-01-2021,Pongal,Flower Decor,Festival,675.625,508,322195
16-01-2021,Pongal,Gift Box,Festival,771.3333333,3024,2247328
16-01-2021,Pongal,Handmade Decor,Festival,656.8571429,2385,1551064
16-01-2021,Pongal,Jaggery,Festival,1049.333333,1539,1698925
16-01-2021,Pongal,Keychain,Festival,390.6666667,274,104986
16-01-2021,Pongal,Notebook,Festival,527.75,200,107448
16-01-2021,Pongal,Plant,Festival,511.75,390,199857
16-01-2021,Pongal,Pongal Sweets,Festival,754.75,364,262466
16-01-2021,Pongal,Rice Pack,Festival,842,3009,2497598
16-01-2021,Pongal,Sugarcane,Festival,687.3636364,3228,2308133
16-01-2021,Pongal,Tea Set,Festival,730.1333333,4185,3089362
16-01-2021,Pongal,Traditional Dress,Festival,680.8,422,274401
16-01-2021,Pongal,Tray,Festival,634.75,695,440868
16-01-2021,Pongal,Wall Hanging,Festival,700.6666667,488,355802
07-02-2021,Valentine,Bracelet,Festival,909.3333333,433,379565
07-02-2021,Valentine,Cake,Festival,626.75,338,233099
07-02-2021,Valentine,Candles,Festival,1011,1787,1822261
07-02-2021,Valentine,Chocolate Box,Festival,846.5,1577,1280195
07-02-2021,Valentine,Flower Vase,Festival,756.3333333,385,232819
07-02-2021,Valentine,Gift Card,Festival,766.6666667,1062,781629
07-02-2021,Valentine,Greeting Card,Festival,790.2307692,2532,1980138
07-02-2021,Valentine,Heart-shaped Balloon,Festival,852.8333333,422,367002
07-02-2021,Valentine,Jewellery,Festival,914,2153,1952412
07-02-2021,Valentine,Keychain,Festival,319,229,59007
07-02-2021,Valentine,Mug,Festival,753.4,735,598543
07-02-2021,Valentine,Necklace,Festival,435.8,251,131478
07-02-2021,Valentine,Notebook,Festival,552.6666667,134,72289
07-02-2021,Valentine,Pen Set,Festival,511.75,341,166301
07-02-2021,Valentine,Perfume,Festival,963.1,2143,2043125
07-02-2021,Valentine,Photo Frame,Festival,589.4,1209,729745
07-02-2021,Valentine,Rose,Festival,738.2,893,741787
07-02-2021,Valentine,Socks,Festival,753.4285714,542,447477
07-02-2021,Valentine,Soft Toy,Festival,679.2142857,2625,1792730
07-02-2021,Valentine,Wine Bottle,Festival,458.8571429,499,213907
08-02-2021,Valentine,Bracelet,Festival,632,209,118652
08-02-2021,Valentine,Cake,Festival,767.6666667,175,144659
08-02-2021,Valentine,Candles,Festival,740.7272727,2517,1835701
08-02-2021,Valentine,Chocolate Box,Festival,962.875,1564,1413916
08-02-2021,Valentine,Flower Vase,Festival,750.1666667,406,322928
08-02-2021,Valentine,Gift Card,Festival,932,2851,2641462
08-02-2021,Valentine,Greeting Card,Festival,803.3333333,1830,1589577
08-02-2021,Valentine,Heart-shaped Balloon,Festival,815.3333333,190,180854
08-02-2021,Valentine,Jewellery,Festival,869.6428571,3149,2778411
08-02-2021,Valentine,Keychain,Festival,443.625,761,317896
08-02-2021,Valentine,Mug,Festival,734.8,1300,963128
08-02-2021,Valentine,Necklace,Festival,594,146,90072
08-02-2021,Valentine,Notebook,Festival,734.6,349,271525
08-02-2021,Valentine,Pen Set,Festival,713.5,221,187134
08-02-2021,Valentine,Perfume,Festival,958.3,2224,2192855
08-02-2021,Valentine,Photo Frame,Festival,850.0714286,3014,2718926
08-02-2021,Valentine,Rose,Festival,923.5714286,1181,1155626
08-02-2021,Valentine,Socks,Festival,722,562,425150
08-02-2021,Valentine,Soft Toy,Festival,777.25,2042,1595621
08-02-2021,Valentine,Wine Bottle,Festival,892,307,280666
09-02-2021,Valentine,Bracelet,Festival,817.5,304,255431
09-02-2021,Valentine,Cake,Festival,857.8333333,480,388575
09-02-2021,Valentine,Candles,Festival,944.5714286,1452,1421738
09-02-2021,Valentine,Chocolate Box,Festival,885.2,1182,1078440
09-02-2021,Valentine,Flower Vase,Festival,513.125,563,302725
09-02-2021,Valentine,Gift Card,Festival,847.75,1766,1525397
09-02-2021,Valentine,Greeting Card,Festival,821.4545455,2827,2359472
09-02-2021,Valentine,Heart-shaped Balloon,Festival,718.5,671,445894
09-02-2021,Valentine,Jewellery,Festival,712.2727273,2142,1476929
09-02-2021,Valentine,Keychain,Festival,522.2,295,154579
09-02-2021,Valentine,Mug,Festival,936.8,1254,1158993
09-02-2021,Valentine,Necklace,Festival,811.4,311,284105
09-02-2021,Valentine,Notebook,Festival,593.75,354,228538
09-02-2021,Valentine,Pen Set,Festival,788.625,644,531597
09-02-2021,Valentine,Perfume,Festival,916.6,2034,2091198
09-02-2021,Valentine,Photo Frame,Festival,852,1638,1386656
09-02-2021,Valentine,Rose,Festival,867.4285714,1317,1161559
09-02-2021,Valentine,Socks,Festival,460.4,332,163372
09-02-2021,Valentine,Soft Toy,Festival,751,2018,1537802
09-02-2021,Valentine,Wine Bottle,Festival,711,164,128990
10-02-2021,Valentine,Bracelet,Festival,723.6666667,527,374436
10-02-2021,Valentine,Cake,Festival,828,266,233839
10-02-2021,Valentine,Candles,Festival,562.5833333,3216,1801742
10-02-2021,Valentine,Chocolate Box,Festival,866.25,2040,1789983
10-02-2021,Valentine,Flower Vase,Festival,542.125,525,290858
10-02-2021,Valentine,Gift Card,Festival,828.5,1948,1666712
10-02-2021,Valentine,Greeting Card,Festival,799.6428571,3249,2643685
10-02-2021,Valentine,Heart-shaped Balloon,Festival,741.3333333,163,131823
10-02-2021,Valentine,Jewellery,Festival,981.2,1303,1273072
10-02-2021,Valentine,Keychain,Festival,844.3333333,234,177683
10-02-2021,Valentine,Mug,Festival,886.8333333,1912,1689099
10-02-2021,Valentine,Necklace,Festival,663.5,306,196926
10-02-2021,Valentine,Notebook,Festival,690.5,368,235529
10-02-2021,Valentine,Pen Set,Festival,418,243,109151
10-02-2021,Valentine,Perfume,Festival,964.9333333,4018,3965177
10-02-2021,Valentine,Photo Frame,Festival,869.4285714,3366,2943312
10-02-2021,Valentine,Rose,Festival,967.9230769,3041,2941478
10-02-2021,Valentine,Socks,Festival,640.6666667,235,152747
10-02-2021,Valentine,Soft Toy,Festival,704.8181818,2696,1950514
10-02-2021,Valentine,Wine Bottle,Festival,682.25,371,249449
11-02-2021,Valentine,Bracelet,Festival,741.2857143,398,342048
11-02-2021,Valentine,Cake,Festival,697.5,247,191021
11-02-2021,Valentine,Candles,Festival,866.8,2614,2200218
11-02-2021,Valentine,Chocolate Box,Festival,785.8181818,3174,2411809
11-02-2021,Valentine,Flower Vase,Festival,217.3333333,160,40035
11-02-2021,Valentine,Gift Card,Festival,814.75,3383,2576922
11-02-2021,Valentine,Greeting Card,Festival,955.8571429,1315,1288610
11-02-2021,Valentine,Heart-shaped Balloon,Festival,579.3333333,462,276066
11-02-2021,Valentine,Jewellery,Festival,595.7142857,1727,1122195
11-02-2021,Valentine,Keychain,Festival,492,150,85890
11-02-2021,Valentine,Mug,Festival,940.4166667,3500,3347511
11-02-2021,Valentine,Necklace,Festival,685.75,238,178860
11-02-2021,Valentine,Notebook,Festival,526.3333333,406,218928
11-02-2021,Valentine,Pen Set,Festival,812,557,435212
11-02-2021,Valentine,Perfume,Festival,881.1666667,2931,2654809
11-02-2021,Valentine,Photo Frame,Festival,998.7857143,3457,3354275
11-02-2021,Valentine,Rose,Festival,1001.4,1913,1915887
11-02-2021,Valentine,Socks,Festival,654.875,507,335921
11-02-2021,Valentine,Soft Toy,Festival,837.5555556,2237,1877901
11-02-2021,Valentine,Wine Bottle,Festival,644.625,479,269239
12-02-2021,Valentine,Bracelet,Festival,725,242,184991
12-02-2021,Valentine,Cake,Festival,523.25,311,159842
12-02-2021,Valentine,Candles,Festival,783,3173,2507804
12-02-2021,Valentine,Chocolate Box,Festival,778.5555556,2459,1809555
12-02-2021,Valentine,Flower Vase,Festival,710.4,345,248386
12-02-2021,Valentine,Gift Card,Festival,919.5454545,3417,3119884
12-02-2021,Valentine,Greeting Card,Festival,737,1141,938000
12-02-2021,Valentine,Heart-shaped Balloon,Festival,406,542,197448
12-02-2021,Valentine,Jewellery,Festival,679,2619,1831367
12-02-2021,Valentine,Keychain,Festival,787,292,237096
12-02-2021,Valentine,Mug,Festival,969.8333333,1356,1128584
12-02-2021,Valentine,Necklace,Festival,727.125,542,412015
12-02-2021,Valentine,Notebook,Festival,701.7142857,515,314297
12-02-2021,Valentine,Pen Set,Festival,831.6666667,473,383223
12-02-2021,Valentine,Perfume,Festival,916.3571429,3893,3321056
12-02-2021,Valentine,Photo Frame,Festival,930.5714286,2210,2177452
12-02-2021,Valentine,Rose,Festival,990,3812,3510873
12-02-2021,Valentine,Socks,Festival,970,413,389009
12-02-2021,Valentine,Soft Toy,Festival,608.1666667,1946,1131288
12-02-2021,Valentine,Wine Bottle,Festival,691.3333333,241,155832
13-02-2021,Valentine,Bracelet,Festival,521.375,587,247183
13-02-2021,Valentine,Cake,Festival,799.2857143,453,359581
13-02-2021,Valentine,Candles,Festival,779.75,2673,2083879
13-02-2021,Valentine,Chocolate Box,Festival,695,1390,938031
13-02-2021,Valentine,Flower Vase,Festival,584.4285714,457,286448
13-02-2021,Valentine,Gift Card,Festival,918.6666667,3306,3065020
13-02-2021,Valentine,Greeting Card,Festival,789.6666667,1732,1316143
13-02-2021,Valentine,Heart-shaped Balloon,Festival,658.4285714,472,267039
13-02-2021,Valentine,Jewellery,Festival,813.1,2485,1774621
13-02-2021,Valentine,Keychain,Festival,639.375,584,360540
13-02-2021,Valentine,Mug,Festival,781.8,1612,1193268
13-02-2021,Valentine,Necklace,Festival,451.5,299,128461
13-02-2021,Valentine,Notebook,Festival,741.2,287,225162
13-02-2021,Valentine,Pen Set,Festival,719.1666667,443,329029
13-02-2021,Valentine,Perfume,Festival,843.8,4243,3607726
13-02-2021,Valentine,Photo Frame,Festival,630.3571429,4324,2833566
13-02-2021,Valentine,Rose,Festival,670.6428571,4020,2694337
13-02-2021,Valentine,Socks,Festival,526.875,559,301001
13-02-2021,Valentine,Soft Toy,Festival,826,2465,1987298
13-02-2021,Valentine,Wine Bottle,Festival,770,544,401904
14-02-2021,Valentine,Bracelet,Festival,420.75,501,258246
14-02-2021,Valentine,Cake,Festival,936,438,400982
14-02-2021,Valentine,Candles,Festival,942.125,2437,2398661
14-02-2021,Valentine,Chocolate Box,Festival,867.2666667,4792,4219249
14-02-2021,Valentine,Flower Vase,Festival,596.5,447,287717
14-02-2021,Valentine,Gift Card,Festival,958.5,1889,1743271
14-02-2021,Valentine,Greeting Card,Festival,1208.6,1858,2263988
14-02-2021,Valentine,Heart-shaped Balloon,Festival,781.75,385,304853
14-02-2021,Valentine,Jewellery,Festival,878.5833333,3624,3183664
14-02-2021,Valentine,Keychain,Festival,790.75,745,556673
14-02-2021,Valentine,Mug,Festival,795.5,3873,2837163
14-02-2021,Valentine,Necklace,Festival,688,412,252434
14-02-2021,Valentine,Notebook,Festival,702,209,148834
14-02-2021,Valentine,Pen Set,Festival,784.25,251,190116
14-02-2021,Valentine,Perfume,Festival,904.8571429,1988,1724045
14-02-2021,Valentine,Photo Frame,Festival,1004.875,2621,2681572
14-02-2021,Valentine,Rose,Festival,1027.285714,2139,2174854
14-02-2021,Valentine,Socks,Festival,578.5,307,177934
14-02-2021,Valentine,Soft Toy,Festival,842.6666667,2284,1858789
14-02-2021,Valentine,Wine Bottle,Festival,439.3333333,526,208007
15-02-2021,Valentine,Bracelet,Festival,379.3333333,247,95011
15-02-2021,Valentine,Cake,Festival,623.1428571,599,362802
15-02-2021,Valentine,Candles,Festival,1112.636364,3163,3704036
15-02-2021,Valentine,Chocolate Box,Festival,1101.833333,3827,4288534
15-02-2021,Valentine,Flower Vase,Festival,782.3333333,229,166796
15-02-2021,Valentine,Gift Card,Festival,786.7142857,4561,3645345
15-02-2021,Valentine,Greeting Card,Festival,906,2114,1961281
15-02-2021,Valentine,Heart-shaped Balloon,Festival,415.25,326,130571
15-02-2021,Valentine,Jewellery,Festival,847.1428571,2066,1861704
15-02-2021,Valentine,Keychain,Festival,780.5,270,222703
15-02-2021,Valentine,Mug,Festival,961.8571429,1660,1729520
15-02-2021,Valentine,Necklace,Festival,546.1428571,342,173839
15-02-2021,Valentine,Notebook,Festival,736.75,637,482598
15-02-2021,Valentine,Pen Set,Festival,510.2,303,127089
15-02-2021,Valentine,Perfume,Festival,770.7857143,4080,3077400
15-02-2021,Valentine,Photo Frame,Festival,887.1333333,4409,3692113
15-02-2021,Valentine,Rose,Festival,760.2857143,1650,1243378
15-02-2021,Valentine,Socks,Festival,764,343,279386
15-02-2021,Valentine,Soft Toy,Festival,619.6923077,3803,2574271
15-02-2021,Valentine,Wine Bottle,Festival,674,322,176604
22-03-2021,Holi,Bracelets,Festival,920.8,190,176652
22-03-2021,Holi,Cap,Festival,762.6363636,2248,1782577
22-03-2021,Holi,Colors,Festival,655.6923077,2815,1841440
22-03-2021,Holi,Decorative Flags,Festival,665,260,149684
22-03-2021,Holi,Face Masks,Festival,532.6666667,213,135454
22-03-2021,Holi,Gulal Pack,Festival,652.5714286,1396,871437
22-03-2021,Holi,Holi Plates,Festival,868.8,310,264088
22-03-2021,Holi,Music Player,Festival,868.6,2568,2250065
22-03-2021,Holi,Organic Colors,Festival,734.1666667,1214,868018
22-03-2021,Holi,Pichkari,Festival,814.9,1700,1506488
22-03-2021,Holi,Plastic Bottles,Festival,366.6,407,164129
22-03-2021,Holi,Portable Speaker,Festival,595.8,2033,1224014
22-03-2021,Holi,Snacks,Festival,498,461,229912
22-03-2021,Holi,Sun Glasses,Festival,934.5454545,2147,2038660
22-03-2021,Holi,Sweets,Festival,690.75,324,251090
22-03-2021,Holi,T-shirts,Festival,688.25,682,478567
